scientific-name,family-name,abundance
Cucurnis pustulatus,Cucurbitacées,AC
Colocynthis vulgaris,Cucurbitacées,CC
Campanula bordesiana,Campanulacées,R
Erigeron trilobus,Synantheracées,AR
Erigeron bovei,Synantheracées,AC
Nolettia chrysocomoides,Synantheracées,AC
Blumea gariepina,Synantheracées,RR
Ifloga spicata,Synantheracées,CC
Phagnalon garamantum,Synantheracées,RRR
Gnaphalium uliginosum var. vaillantii,Synantheracées,RR
Leysera leyseroides,Synantheracées,AC
Pegolettia dubiefiana,Synantheracées,RR
Varthemia serieca ssp. incanescens,Synantheracées,RR
Varthemia serieca ssp. virescens,Synantheracées,RR
Pulicaria crispa,Synantheracées,CC
Pulicaria arabica,Synantheracées,AC
Pulicaria arabica ssp. inuloides,Synantheracées,AC
Pulicaria undulata var. alveolosa,Synantheracées,C
Pulicaria lothei,Synantheracées,R
Rhantherium suaveolens ssp. adpressum,Synantheracées,C
Anvillea radiata var. australis,Synantheracées,R
Asteriscus graveolens,Synantheracées,CCC
Senecio flavus,Synantheracées,AC
Senecio gallicus ssp. coronopifolius,Synantheracées,AC
Matricaria pubescens,Synantheracées,CC
Cotula anthemoides,Synantheracées,RR
Artemisia judaica ssp. sahariensis,Synantheracées,AC
Artemisia campestris ssp. giutinosa,Synantheracées,AC
Echinops spinosus ssp. eu.spinosus,Synantheracées,AC
AtractyIis prolifera,Synantheracées,C
Tibestina lanuginosa,Synantheracées,RR
Centaurea tougourensis ssp. foucauldiana,Synantheracées,C
Centaurea senegalensis,Synantheracées,RRR
Volutaria crupinoides,Synantheracées,AC
Volutaria leucantha,Synantheracées,AC
Carduncellus eriocephalus,Synantheracées,AC
Picris coronopifolia ssp. albida,Synantheracées,C
AndryaIa rothia ssp. cosyrensis,Synantheracées,R
Launaea nudicaulis,Synantheracées,CC
Launaea resedifolia ssp. eu-resedifoiia,Synantheracées,CC
Launaea cassiniana,Synantheracées,R
