scientific-name,family-name,abundance
Bromus madritensis ssp. eu-madritensis,Graminées,CC
Bromus rubens ssp. eu-rubens,Graminées,AC
Bromus rubens ssp. fasciculatus,Graminées,R
Bromus hordaceus ssp. mollis,Graminées,C
Bromus squarrosus,Graminées,
Bromus alopecuros,Graminées,CC
Brachypodium distachyum,Graminées,CC
Brachypodium sylvaticum,Graminées,C
Brachypodium ramosum,Graminées,C
Brachypodium phoenicoides,Graminées,C
Lolium perenne,Graminées,C
Lolium rigidum,Graminées,C
Lolium multiflorum ssp. italicum,Graminées,AC
Lolium multiflorum ssp. gaudini,Graminées,CC
Lolium temulentum,Graminées,AC
Lepturus cylindricus,Graminées,C
Pholiurus incurvus ssp. filiformis,Graminées,AC
Agropyron repens,Graminées,AC
Aegilops ventricosa,Graminées,C
Aegilops triuncialis ssp. eu-triuncialis,Graminées,C
Aegilops triuncialis ssp. triaristata,Graminées,C
Aegilops triuncialis ssp. atlantica,Graminées,AR
Aegilops triuncialis ssp. eu-ovata,Graminées,C
Hordeum bulbosum,Graminées,AC
Hordeum maritimum ssp. eu-maritimum,Graminées,CC
Hordeum murinum ssp. leporinum,Graminées,CC
Cyperus fuscus,Cyperacées,C
Cyperus laevigatus ssp. distachyos,Cyperacées,AC
Cyperus rotundus ssp. eu-rotundus,Cyperacées,C
Cyperus longus ssp. badius,Cyperacées,C
Scirpus caespitosus,Cyperacées,RR
Scirpus holoschoenus,Cyperacées,CC
Scirpus cernuus,Cyperacées,CC
Scirpus maritimus,Cyperacées,CC
Scirpus lacustris ssp. glaucus,Cyperacées,CC
Scirpus iittoralis,Cyperacées,AC
Schoenus nigricans,Cyperacées,AC
Carex distachya,Cyperacées,C
Carex divisa,Cyperacées,C
Carex muricata ssp. divulsa,Cyperacées,C
Carex hispida,Cyperacées,C
Carex flacca,Cyperacées,AC
Carex halleriana,Cyperacées,C
Carex pendula,Cyperacées,AC
Carex distans ssp. eu-distans,Cyperacées,C
Phoenix dactylifera,Palmées,C
Chamaerops humilis,Palmées,CC
Arum italicum,Aracées,CC
Arisarum vulgare ssp. simorrhinum,Aracées,C
Arisarum vulgare ssp. exsertum,Aracées,CC
Biarum bovei ssp. dispar,Aracées,CC
Lemna minor,Lemnacées,CC
Juncus acutus,Juncacées,CC
Juncus maritimus,Juncacées,CC
Juncus conglomeratus,Juncacées,C
Juncus effusus,Juncacées,C
Juncus capitatus,Juncacées,C
Juncus pygmaeus,Juncacées,C
Juncus fontanesii,Juncacées,C
Juncus articulatus,Juncacées,C
Juncus bufonius ssp. eu-bufonius,Juncacées,AC
Juncus compressus ssp. gerardi,Juncacées,C
Colchicum cupani,Liliacées,AC
Colchicum autumnale,Liliacées,C
Aphyllanthes monspeliensis,Liliacées,AC
Asphodelus microcarpus,Liliacées,CC
Anthericum liliago ssp. algeriense,Liliacées,AC
Tulipa sylvestris ssp. australis,Liliacées,CC
Gagea reticulata ssp. eu-reticulata var. africa,Liliacées,AR
Gagea granatelli ssp. eu-granatelli,Liliacées,C
Gagea foliosa ssp. eu-foliosa,Liliacées,AC
Gagea durieui,Liliacées,C
Scilla lingulata,Liliacées,C
Scilla autumnalis ssp. eu-autumnalis,Liliacées,C
Scilla autumnalis ssp. fallax,Liliacées,AC
Scilla obtusifolia,Liliacées,C
Scilla peruviana,Liliacées,C
Urginea maritima var. pancration,Liliacées,C
Urginea maritima var. numidica,Liliacées,C
Urginea maritima var. spheroïdes,Liliacées,C
Urginea undulata ssp. typica,Liliacées,C
Dipcadi serotinum ssp. lividum,Liliacées,C
Ornithogalum arabicum,Liliacées,C
Ornithogalum umbellatum ssp. orthophyllum,Liliacées,C
Ornithogalum sessilifiorum,Liliacées,C
Ornithogalum pyramidale ssp. narbonense,Liliacées,AC
Bellevallia eiliata var. genuina,Liliacées,C
Bellevallia dubia,Liliacées,C
Muscari comosum,Liliacées,AC
Muscari neglectum var. atlanticum,Liliacées,AC
Ruscus aculeatus,Liliacées,C
Ruscus hypophyllum,Liliacées,AC
Asparagus stipularis var. horridus,Liliacées,AC
Asparagus albus,Liliacées,C
Asparagus altissimus var. typicus,Liliacées,AC
Asparagus acutifolius,Liliacées,CC
Smilax aspera var. genuina,Liliacées,C
Smilax aspera var. altissima,Liliacées,CC
Allium triquetrum,Liliacées,C
Allium chamaemoly,Liliacées,C
Allium cupani,Liliacées,C
Allium subhirsutum ssp. album,Liliacées,C
Allium nigrum ssp. odoratissimum,Liliacées,C
Allium roseum ssp. eu-roseum,Liliacées,C
Allium paniculatum var. typicum,Liliacées,C
Allium paniculatum var. fuscum,Liliacées,AC
Allium margaritaceum,Liliacées,C
Allium sphaerocephalum,Liliacées,AC
Leucojum autumnale var. pulchellum,Amaryllidacées,C
Narcissus cantabricus ssp. monophyllus (as2),Amaryllidacées,AC
Narcissus elegans,Amaryllidacées,C
Narcissus serotinus,Amaryllidacées,C
Narcissus tazetta ssp. bertolonii,Amaryllidacées,C
Agave americana,Amaryllidacées,C
Tarnus communis,Dioscoreacées,C
Gladiolus segetum,Iridacées,C
Gladiolus byzantinus,Iridacées,C
Iris pseudoacorus,Iridacées,C
Iris planifolia,Iridacées,AR
Iris juncea,Iridacées,C
Iris sisyrinchium,Iridacées,C
Iris tingitana var. fontanesii,Iridacées,C
Iris xiphium,Iridacées,C
Romulea ramiflora,Iridacées,AR
Romulea columnae var. typica,Iridacées,C
Romulea bulbocodiuni ssp. eu-bulbocodium,Iridacées,C
Ophrys speculum,Orchidacées,C
Ophrys apifera,Orchidacées,C
Ophrys scolopax,Orchidacées,C
Ophrys tenthredinifera var. genuina,Orchidacées,C
Ophrys bombyliflora,Orchidacées,C
Ophrys lutea,Orchidacées,C
Ophrys fusca,Orchidacées,C
Orchis papilionacea,Orchidacées,AR
Orchis coriophora ssp. martini,Orchidacées,C
Orchis coriophora ssp. fragrans,Orchidacées,C
Orchis tridentata ssp. lactea,Orchidacées,C
Orchis italica,Orchidacées,C
Orchis collina var. atlantica,Orchidacées,R
Orchis mascula ssp. eu-mascula,Orchidacées,C
Orchis mascula ssp. olbiensis,Orchidacées,C
Orchis laxiflora,Orchidacées,
Serapias cordigera,Orchidacées,C
Serapias lingua,Orchidacées,C
Serapias anthropophorum,Orchidacées,C
Himanthoglossum longibracteatum,Orchidacées,C
Anacamptis pyramidalis,Orchidacées,AR
Gennaria diphylla,Orchidacées,RR
Neotinea intacta,Orchidacées,R
Populus euphratica var. mauritanîca,Salicacées,RR
Populus alba,Salicacées,CC
Salix alba,Salicacées,C
Salix purpurea,Salicacées,AC
Salix pedicellata,Salicacées,CC
Quercus coccifera,Fagacées,C
Quercus ilex,Fagacées,C
Quercus afares,Fagacées,AR
Quercus faginea ssp. baetica,Fagacées,AC
Quercus faginea ssp. tlemcenensis,Fagacées,AC
Rumex tingitanus,Polygonacées,AC
Rumex tuberosus,Polygonacées,C
Rumex thyrsoides ssp. typicum,Polygonacées,C
Rumex acetosella ssp. angiocarpus,Polygonacées,C
Rumex bucephalophorus ssp. gallicus,Polygonacées,C
Rumex conglomeratus,Polygonacées,CC
Rumex crispus,Polygonacées,C
Rumex pulcher,Polygonacées,CC
Polygonum convolvulus,Polygonacées,AC
Polygonum equisetiforme,Polygonacées,R
Polygonum aviculare,Polygonacées,CC
Polygonum patulum,Polygonacées,AC
Polygonum salicifolium,Polygonacées,C
Polygonum lapathifolium ssp. verum,Polygonacées,C
Celtis australis,Ulmacées,AC
Ficus carica,Moracées,C
Urtica pilulifera,Urticacées,C
Urtica membranacea,Urticacées,C
Urtica urens,Urticacées,C
Parietaria officinalis ssp. judaica,Urticacées,C
Parietaria mauritanica,Urticacées,C
Parietaria lusitanica,Urticacées,R
Osyris quadripartita,Santalacées,AC
Osyris alba,Santalacées,AC
Thesium humifusum ssp. diviracatum,Santalacées,AR
Thesium humile,Santalacées,AC
Cytinus hypocistis ssp. kermesinus,Rafflesiacées,C
Cytinus hypocistis ssp. ochraceus,Rafflesiacées,C
Cytinus hypocistis ssp. lutescens,Rafflesiacées,C
Aristolochia baetica,Aristolochiacées,AC
Atriplex chenopodioides,Chenopodiacées,RR
Atriplex hastata,Chenopodiacées,C
Atriplex patula,Chenopodiacées,AC
Atriplex portulacoides,Chenopodiacées,C
Atriplex halimus,Chenopodiacées,C
Beta vulgaris ssp. maritima,Chenopodiacées,C
Beta macrocarpa,Chenopodiacées,C
Chenopodium multfidum,Chenopodiacées,C
Chenopodium ambrosioides,Chenopodiacées,C
Chenopodium vulvaria,Chenopodiacées,C
Chenopodium album ssp. album,Chenopodiacées,AC
Chenopodium album ssp. opulifolium,Chenopodiacées,C
Chenopodium murale,Chenopodiacées,C
Halopeplis amplexicaulis,Chenopodiacées,AR
Arthrocnemum indicumm,Chenopodiacées,C
Salicornia arabica var. typica,Chenopodiacées,CC
Arthrophytum scoparium,Chenopodiacées,AC
Polycnemum fontanesii,Chenopodiacées,R
Halogeton sativus,Chenopodiacées,AC
Suaeda fruticosa,Chenopodiacées,C
Salsola longifolia,Chenopodiacées,AC
Aerva persica,Amaranthacées,RR
Amaranthus angustifolius ssp. sylvestris,Amaranthacées,C
Amaranthus deflexus,Amaranthacées,C
Amaranthus lividus,Amaranthacées,AC
Amaranthus retroflexus,Amaranthacées,AC
Amaranthus hybridus ssp. hypochondriacus,Amaranthacées,C
Theligonum cynocrambe,Theligonacées,C
Portulaca oleracea ssp. silvestris,Portulacacées,C
Corrigiola littoralis ssp. littoralis,Caryophyllacées,AC
Corrigiola littoralis ssp. telephiifolia,Caryophyllacées,AC
Herniaria incana,Caryophyllacées,AR
Herniaria glabra,Caryophyllacées,AC
Herniaria hirsuta var. cinerea,Caryophyllacées,AC
Herniaria fontanesii,Caryophyllacées,AC
Herniaria hemistemon,Caryophyllacées,R
Paronychia echinata,Caryophyllacées,C
Paronychia argentea,Caryophyllacées,C
Paronychia capitata ssp. nivea,Caryophyllacées,C
Paronychia kapela ssp. eu-kapela,Caryophyllacées,R
Loefflingia hispanica ssp. eu-hispanica,Caryophyllacées,AC
Polycarpon tetraphyllum,Caryophyllacées,C
Polycarpon polycarpoides ssp. bivonae,Caryophyllacées,CC
Spergula flaccida,Caryophyllacées,C
Spergula arvensis ssp. chieusseana,Caryophyllacées,C
Spergula pentandra,Caryophyllacées,R
Spergularia munbyana,Caryophyllacées,AC
Spergularia salina ssp. typica,Caryophyllacées,C
Spergularia diandra,Caryophyllacées,CC
Spergularia doumerguaei,Caryophyllacées,RR
Spergularia bocconei(a),Caryophyllacées,CC
Spergularia tenuifolia(b),Caryophyllacées,RR
Scleranthus annuus,Alsinoidées,R
Queria hispanica,Alsinoidées,AC
Buffonia duvaljouvii,Alsinoidées,RR
Minuartia geniculata,Alsinoidées,C
Minuartia tenuifolia,Alsinoidées,C
Sagina apetala,Alsinoidées,C
Holosteum umbellatum,Alsinoidées,C
Cerastium gibraltaricum,Alsinoidées,AR
Cerastium atlanticum,Alsinoidées,AR
Cerastium pentandrum ssp. tetrandrum,Alsinoidées,AC
Cerastium glomeratum,Alsinoidées,C
Cerastium brachypetalum ssp. luridum,Alsinoidées,R
Arenaria serpyllifolia ssp. typica,Alsinoidées,C
Arenaria serpyllifolia ssp. minutiflora,Alsinoidées,CC
Moehringia trinervia ssp. pentandra,Alsinoidées,AC
Melandrium album ssp. divaricatum,Silenoidées,C
Silene cucubalus ssp. angustifolia,Silenoidées,C
Silene conoïdea,Silenoidées,R
Silene laeta,Silenoidées,C
Silene secundiflora,Silenoidées,R
Silene colorata ssp. trichocalycina,Silenoidées,C
Silene gallica,Silenoidées,CC
Silene tridentata,Silenoidées,R
Silene pomeli,Silenoidées,AC
Silene muscipula ssp. eu-muscipula,Silenoidées,CC
Silene stricta,Silenoidées,C
Silene fuscata,Silenoidées,C
Silene argillosa,Silenoidées,AR
Silene ghiarensis,Silenoidées,R
Silene divaricata,Silenoidées,AC
Silene italica ssp. fontanesiana,Silenoidées,R
Vaccaria pyramidata,Silenoidées,AC
Velezia rigida,Silenoidées,AC
Tunica prolifera ssp. velutina,Silenoidées,C
Tunica iiiyrica ssp. angustifolia,Silenoidées,AC
Dianthus serrulatus ssp. macranthus,Silenoidées,R
Dianthus gaditanus ssp. marocanus,Silenoidées,R
Dianthus gaditanus ssp. mauritanicus,Silenoidées,AR
Dianthus caryophyllus ssp. virgineus,Silenoidées,CC
Ceratophyllum demersum,Ceratophyllacées,C
Delphinium orientale,Renonculacées,AC
Delphinium mauritanicum,Renonculacées,AR
Delphinium peregrinum ssp. halteratum,Renonculacées,AC
Delphinium pentagynum,Renonculacées,AC
Delphinium staphysagria,Renonculacées,R
Nigella damascenna,Renonculacées,C
Anemone palmata,Renonculacées,C
Adonis annua ssp. autumnalis,Renonculacées,AC
Adonis aestivalis,Renonculacées,AC
Ranunculus hederaceus,Renonculacées,AC
Ranunculus aquatilis,Renonculacées,C
Ranunculus trichophyllus,Renonculacées,AC
Ranunculus bullatus,Renonculacées,CC
Ranunculus ophioglossifolius,Renonculacées,CC
Ranunculus sceleratus,Renonculacées,R
Ranunculus sardous ssp. philonotis,Renonculacées,C
Ranunculus sardous ssp. trilobus,Renonculacées,C
Ranunculus muricatus,Renonculacées,C
Ranunculus arvensis,Renonculacées,C
Ranunculus paludosus,Renonculacées,C
Ranunculus millefoliatus,Renonculacées,R
Ranunculus spicatus ssp. rupestris,Renonculacées,C
Ranunculus orientalis,Renonculacées,AR
Ranunculus bulbosus ssp. aleae,Renonculacées,C
Ranunculus macrophyllus,Renonculacées,CC
Papaver somniferum ssp. setigerum,Papaveracées,C
Papaver hybridum,Papaveracées,C
Papaver argemone,Papaveracées,R
Papaver rhoeas,Papaveracées,C
Papaver pinnatifidum,Papaveracées,AC
Papaver dubium ssp. eu-dubium,Papaveracées,C
Hypecoum pendulum,Papaveracées,C
Hypecoum procumbens ssp. duriaei,Papaveracées,R
Hypecoum procumbens ssp. procumbens,Papaveracées,C
Roemeria hybrida,Papaveracées,AC
Glaucium corniculatum,Papaveracées,C
Ceratocapnos heterocarpus,Fumariacées,R
Platycapnos spicatus,Fumariacées,R
Fumaria capreolata,Fumariacées,C
Fumaria agraria,Fumariacées,C
Fumaria bastardi,Fumariacées,C
Fumaria parviflora,Fumariacées,C
Fumaria officinalis,Fumariacées,C
Fumaria densiflora,Fumariacées,C
Neslia paniculata ssp. apiculata,Crucifères,AC
Crambe filiformis,Crucifères,R
Calepina irregularis,Crucifères,R
Rapistrum rugosum ssp. linnaeanum,Crucifères,AC
Rapistrum rugosum ssp. rugosum,Crucifères,AC
Rapistrum rugosum ssp. orientale,Crucifères,AC
Coronopus squamatus,Crucifères,C
BiscutelIa didyma,Crucifères,CC
Iberis odorata,Crucifères,AC
Iberis linifolia ssp. atlantica,Crucifères,R
Iberis linifolia ssp. balansae,Crucifères,C
Lepidium rigidum,Crucifères,AC
Lepidium draba,Crucifères,AR
Lepidium graminifolium,Crucifères,R
Psychine stylosa,Crucifères,AC
Alyssum alpestre ssp. serpyllifolium,Crucifères,AR
Alyssum parviflorum,Crucifères,C
Alyssum granatense,Crucifères,C
Lobularia maritima,Crucifères,C
Draba verna,Crucifères,AC
Capsella bursa-pastoris ssp. bursa,Crucifères,C
Capsella bursa-pastoris ssp. rubella,Crucifères,C
Thlaspi perfoliatum ssp. eu-perfoliatum,Crucifères,C
Thlaspi perfoliatum ssp. tinei,Crucifères,C
Bivonaea lutea,Crucifères,AC
Teesdalia coronopifolia,Crucifères,AC
Ionopsidium albiflorum,Crucifères,R
Hutchinsia petraea,Crucifères,AR
Raphanus raphanistum,Crucifères,AC
Cordylocarpus muricatus,Crucifères,AC
Lonchophora capiomontiana,Crucifères,AC
Notoceras bicorne,Crucifères,R
Eruca vesicaria ssp. vesicaria,Crucifères,C
Eruca vesicaria ssp. pinnatifida,Crucifères,C
Hirschfeldia incana ssp. adpressa,Crucifères,AC
Hirschfeldia incana ssp. geniculata,Crucifères,C
Diplotaxis tenuisiliqua,Crucifères,AC
Diplotaxis catholica ssp. siifolia,Crucifères,R
Diplotaxis virgata ssp. cavanillesiana,Crucifères,AC
Diplotaxis muralis,Crucifères,C
Sinapis pubescens ssp. pubescens,Crucifères,C
Sinapis arvensis,Crucifères,C
Sinapis flexuosa,Crucifères,R
Sinapis alba ssp. alba,Crucifères,C
Sinapis alba ssp. dissecta,Crucifères,C
Erucastrum varium,Crucifères,AC
Brassica gravinae,Crucifères,AC
Brassica amplexicaulis,Crucifères,CC
Brassica nigra,Crucifères,R
Brassica muurorum,Crucifères,AC
Brassica fruticulosa ssp. mauritanica,Crucifères,C
Brassica tournefortii,Crucifères,R
Conringia orientalis,Crucifères,C
Moricandia arvensis ssp. arvensis,Crucifères,CC
Moricandia arvensis ssp. suffruticosa,Crucifères,C
Cardamine hirsuta ssp. hirsuta,Crucifères,CC
Barbarea vulgaris ssp. vulgaris,Crucifères,AC
Arabis verna,Crucifères,AR
Arabis alpina ssp. caucasica,Crucifères,AR
Arabis auriculata,Crucifères,AC
Arabis parvula,Crucifères,AC
Arabis pubescens,Crucifères,AC
Arabis hirsuta ssp. sagittata,Crucifères,AC
Rorippa nasturtium-aquaticum,Crucifères,C
Erysimum incanum,Crucifères,AC
Sisymbrium erysimoides,Crucifères,C
Sisymbrium officinale,Crucifères,C
Sisymbrium orientale,Crucifères,C
Sisymbrium irio,Crucifères,C
Matthiola fruticulosa,Crucifères,AC
Matthiola parviflora,Crucifères,C
Malcolmia arenaria,Crucifères,C
Reseda alba ssp. eu-alba,Resedacées,AC
Reseda alba ssp. maritima,Resedacées,R
Reseda luteola,Resedacées,AC
Reseda stricta var. reuteriana,Resedacées,AR
Reseda lutea ssp. lutea,Resedacées,AR
Reseda lutea ssp. neglecta,Resedacées,AC
Reseda phyteuma ssp. eu phyteuma,Resedacées,R
Reseda phyteuma ssp. collina,Resedacées,C
Cotyledon umbilicus-veneris ssp. pendulina,Crassulacées,C
Cotyledon breviflora ssp. salzmannii,Crassulacées,C
Cotyledon breviflora ssp. intermedia,Crassulacées,C
Crassula alata,Crassulacées,C
Crassula vaillantii,Crassulacées,AR
Sedum tenuifolium,Crassulacées,C
Sedum sediforme,Crassulacées,C
Sedum album ssp. album,Crassulacées,C
Sedum album ssp. gypsicolum,Crassulacées,C
Sedum dasyphyllum ssp. eu-dasyphyllum,Crassulacées,C
Sedum caeruleum,Crassulacées,CC
Sedum rubens,Crassulacées,AC
Sedum caespitosum,Crassulacées,C
Saxifraga tridactylites,Saxifragacées,AC
Saxifraga veronicifolia,Saxifragacées,AR
Saxifraga globulifera,Saxifragacées,AC
Aichemilla arvensis ssp. floribunda,Rosacées,AC
Sanguisorba ancistroides,Rosacées,AR
Sanguisorba minor ssp. verrucosa,Rosacées,AC
Sanguisorba minor ssp. alveolosa,Rosacées,AC
Sanguisorba minor ssp. muricata,Rosacées,R
Agrimonia eupatoria,Rosacées,AC
Filipendula hexapctala,Rosacées,R
Potentilla recta,Rosacées,AC
Potentilla reptans,Rosacées,AC
Rubus ulmifolius,Rosacées,C
Rosa canina,Rosacées,C
Prunus prostrata,Rosacées,C
Prunus amygdalus,Rosacées,C
Crataegus oxyacantha ssp. monogyna,Rosacées,C
Crataegus oxyacantha ssp. maura,Rosacées,C
Genista quadriflora,Legumineuses,R
Genista cinerea ssp. ramosissima,Legumineuses,AC
Genista erioclada ssp. erioclada,Legumineuses,AR
Genista tricuspidata ssp. eu-tricuspidata,Legumineuses,CC
Genista tricuspidata ssp. duriaei,Legumineuses,C
Spartium junceum,Legumineuses,AR
Anagyris foetida,Legumineuses,AC
Ononis spinosa ssp. antiquorum,Legumineuses,R
Ononis hispida ssp. aroorescens,Legumineuses,AC
Ononis pusilla,Legumineuses,AC
Ononis natrix ssp. ramosissima,Legumineuses,C
Ononis natrix ssp. natrix,Legumineuses,R
Ononis ornithopodioides,Legumineuses,AR
Ononis biflora,Legumineuses,AC
Ononis sicula,Legumineuses,C
Ononis antennata ssp. natricoides,Legumineuses,AR
Ononis pubescens,Legumineuses,AC
Ononis viscosa ssp. breviflora,Legumineuses,C
Ononis viscosa ssp. viscosa,Legumineuses,R
Ononis laxiflora,Legumineuses,AC
Ononis pendula ssp. fontanesiana,Legumineuses,C
Ononis euphrasiaefolia,Legumineuses,C
Ononis alopecuroides ssp. eu-alopecuroides,Legumineuses,AR
Ononis megalostachys,Legumineuses,RR
Ononis rosea,Legumineuses,R
Ononis mitissima,Legumineuses,C
Calycotome spinosa ssp. spinosa,Legumineuses,CC
Calycotome villosa ssp. intermedia,Legumineuses,C
Cytisus fontanesii,Legumineuses,AR
Cytisus monspessulanus,Legumineuses,AC
Cytisus arboreus ssp. baeticus,Legumineuses,AC
Lotophyllus argenteus ssp. grandiflorus,Legumineuses,AC
Lotophyllus argenteus ssp. linnaeanus,Legumineuses,C
Dorycnium rectum,Legumineuses,C
Tetragonolobus hiflorus,Legumineuses,AC
Tetragonolobus purpureus,Legumineuses,C
Tetragonolobus requieni,Legumineuses,R
Lotus conimbricensis,Legumineuses,AR
Lotus edulis,Legumineuses,C
Lotus ornithopodioides,Legumineuses,C
Lotus creticus ssp. collinus,Legumineuses,AC
Lotus creticus ssp. cytisoides,Legumineuses,AC
Lotus pedunculatus,Legumineuses,R
Lotus palustris,Legumineuses,AR
Lotus corniculatus ssp. eu-corniculatus,Legumineuses,AC
Lotus corniculatus ssp. decumbens,Legumineuses,AC
Lotus hispidus,Legumineuses,AC
Scorpiurus vermiculatus,Legumineuses,C
Scorpiurus muricatus ssp. sulcatus,Legumineuses,C
Medicago falcata,Legumineuses,R
Medicago lupulina,Legumineuses,C
Medicago scutellata,Legumineuses,AC
Medicago orbicularis,Legumineuses,C
Medicago italica ssp. helix,Legumineuses,C
Medicago italica ssp. tornata,Legumineuses,R
Medicago ciliaris,Legumineuses,C
Medicago truncatula,Legumineuses,CC
Medicago hispida,Legumineuses,C
Psoralea bituminosa,Legumineuses,C
Psoralea americana,Legumineuses,RR
Melilotus speciosa,Legumineuses,R
Melilotus sicula,Legumineuses,AC
Melilotus indica,Legumineuses,AC
Melilotus sulcata ssp. brachystachys,Legumineuses,C
Melilotus sulcata ssp. segetulis,Legumineuses,C
Melilotus macrocarpa,Legumineuses,AC
Trifolium campestre,Legumineuses,CC
Trifolium filiforme ssp. micranthum,Legumineuses,AR
Trifolium spumosum,Legumineuses,AC
Trifolium tomentosum,Legumineuses,C
Trifolium resupinatum,Legumineuses,C
Trifolium fragiferum,Legumineuses,AC
Trifolium subterraneum,Legumineuses,AC
Trifolium phleoides ssp. audigieri,Legumineuses,AC
Trifolium angustifolium,Legumineuses,C
Trifolium arvense,Legumineuses,CC
Trifolium glomeratum,Legumineuses,AC
Trifolium scabrum,Legumineuses,C
Trifolium striatum,Legumineuses,C
Trifolium pratense,Legumineuses,AR
Trifolium cherleri,Legumineuses,C
Trifolium repens,Legumineuses,C
