scientific-name,family-name,abundance
Farsetia aegyptiaca,Crucifères,C
Farsetia hamiltoni,Crucifères,AC
Crambe kralikii,Crucifères,R
Anastatica hierochuntica,Crucifères,R
Reboudia erucarioides,Crucifères,R
Foleyola billotii,Crucifères,R
Moricandia arvensis ssp. arvensis,Crucifères,CC
Moricandia foleyi,Crucifères,R
Randonia africana,Resedacées,R
Caylusea hexagyna,Resedacées,C
Oligomeris iinifolia,Resedacées,AR
Neurada procumbens,Rosacées,C
Retama retam,Legumineuses,C
Crotalaria saharae,Legumineuses,C
Crotalaria vialattei,Legumineuses,R
Argyrolobium abyssinicum var. garamantum,Legumineuses,AC
Amphinomia lupinifolia,Legumineuses,C
Lotus glinoides,Legumineuses,AC
Lotus roudairei,Legumineuses,C
Psoralea plicata,Legumineuses,AC
Trigonella anguina,Legumineuses,AC
Trigonella stellata,Legumineuses,C
Tephrosia leptostachya,Legumineuses,AR
Hippocrepis multisiliquosa ssp. constricta,Legumineuses,AC
Astragalus corrugatus var. tenuirugis,Legumineuses,AC
Astragalus eremophilus,Legumineuses,C
Astragalus mareoticus,Legumineuses,RR
Acacia raddiana,Mimosées,R
Acacia seyal,Mimosées,C
Cassia aschrek,Cesalpiniées,C
Monsonia nivea,Geraniacées,CC
Tribulus longipetalus ssp. macropterus,Zygophyllacées,AC
Zygophyllum simplex,Zygophyllacées,AC
Zygophyllum album ssp. gaetulum,Zygophyllacées,AC
Fagonia olivieri,Zygophyllacées,C
Fagonia bruguieri,Zygophyllacées,C
Fagonia zilloides,Zygophyllacées,R
Fagonia kahirina,Zygophyllacées,C
Fagonia latifolia ssp. isotricha,Zygophyllacées,AC
Fagonia latifolia ssp. eu-iatifolia,Zygophyllacées,AR
Seetzenia africana,Zygophyllacées,AC
Nitraria retusa,Zygophyllacées,C
Balanites aegyptiaca,Zygophyllacées,AC
Haplophyllum tuberculatum,Rutacées,AR
Euphorbia granulata,Euphorbiacées,C
Euphorbia calyptrata,Euphorbiacées,C
Euphorbia guyoniana,Euphorbiacées,CC
Andrachne telephioides,Euphorbiacées,R
Gymnosporia sellegalensis var. angustifolia,Celastracées,R
Ziziphus lotus,Rhamnacées,CC
Cynomorium coccineum,Cynomoriacées,AC
Ammodaucus leucotrichus,Ombellifères,AC
Pituranthos scoparius,Ombellifères,C
Pituranthos battandieri ssp. abreviatus,Ombellifères,R
Pituranthos battandieri ssp. ieptactis,Ombellifères,AR
Pituranthos chloranthus ssp. robustus,Ombellifères,R
Pituranthos chloranthus ssp. intermedius,Ombellifères,AC
Ferula communis,Ombellifères,CC
Tamarix aphylla,Tamaricacées,C
Tamarix gallica ssp. nilotica,Tamaricacées,C
Limoniastrum feei,Plumbaginacées,C
Limoniastrum ifniense,Plumbaginacées,R
Limonium sinuatum ssp. beaumieranum,Plumbaginacées,R
Limonium pruinosum,Plumbaginacées,C
Salvadora persica,Salvadoracées,R
Argania spinosa,Sapotacées,RR
Blatkstonia ssp. grandiflora,Gentianacées,CC
Calotropis procera,Asclepiadacées,C
Glossonema boveanum,Asclepiadacées,R
Pergularia tomentosa,Asclepiadacées,CC
Leptadenia pyrotechnica,Asclepiadacées,AC
Solenostemma argel,Asclepiadacées,C
Convolvulus trabutianus,Convolvulacées,R
Convolvulus supinus ssp. supinus,Convolvulacées,CC
Convolvulus microphyllus,Convolvulacées,R
Echium pycnanthum ssp. humile,Boraginacées,C
Trichodesma calcaratum,Boraginacées,AC
Trichodesma africanum,Boraginacées,C
Sclerocaryopsis spinocarpos,Boraginacées,C
Heliotropium bacciferum ssp. eu-undulatnm,Boraginacées,CC
Moltkia callosa,Boraginacées,C
Arnebia decumbens,Boraginacées,CC
Lavandula coronopifolia,Labiées,AC
Withania adpressa,Solanacées,AR
Veronica anagallis-aquatica ssp. aquatica,Scrofulariacées,CCC
Linaria aegyptiaca ssp. battandieri,Scrofulariacées,C
Linaria sagittata,Scrofulariacées,AC
Antirrhinum ramosissimum,Scrofulariacées,C
Plantago ciliata,Plantaginacées,CC
Plantago akkensis var. ounifensis,Plantaginacées,R
Colocynthis vulgaris,Cucurbitacées,CC
Specularia hybrida,Campanulacées,R
Campanula rapunculus,Campanulacées,C
Nolettia chrysocomoides,Synantheracées,AC
Ifloga spicata,Synantheracées,CC
Pulicaria crispa,Synantheracées,CC
Pulicaria undulata var. alveolosa,Synantheracées,C
Rhantherium suaveolens ssp. adpressum,Synantheracées,C
Anvillea radiata var. genuina,Synantheracées,CC
Anvillea radiata var. australis,Synantheracées,R
Asteriscus pygmaeus,Synantheracées,CC
Asteriscus graveolens,Synantheracées,CCC
Matricaria pubescens,Synantheracées,CC
Chrysanthemum macrocarpum ssp. eu·macrocarpum var. genuinum,Synantheracées,C
Artemisia judaica ssp. sahariensis,Synantheracées,AC
AtractyIis babelii,Synantheracées,AR
AtractyIis prolifera,Synantheracées,C
Volutaria crupinoides,Synantheracées,AC
Volutaria saharae,Synantheracées,R
Launaea arborescens,Synantheracées,C
Launaea nudicaulis,Synantheracées,CC
Launaea resedifolia ssp. eu-resedifoiia,Synantheracées,CC
Launaea cassiniana,Synantheracées,R
